QueryId,DocumentId
201,clueweb12-1700tw-22-12689
201,clueweb12-0915wb-34-01721
201,clueweb12-0713wb-35-13648
201,clueweb12-0900wb-98-24673
201,clueweb12-0909wb-96-26247
201,clueweb12-0401tw-04-20151
201,clueweb12-1102wb-91-12621
201,clueweb12-0400tw-34-18992
201,clueweb12-0901tw-08-02360
201,clueweb12-1500tw-87-15657
201,clueweb12-0401tw-16-02547
201,clueweb12-0900wb-35-34759
201,clueweb12-1200tw-80-10421
201,clueweb12-0915wb-07-09887
201,clueweb12-1804wb-47-11412
201,clueweb12-0713wb-53-13641
201,clueweb12-1602wb-44-05440
201,clueweb12-0401tw-00-11091
201,clueweb12-0800tw-17-25760
201,clueweb12-0800tw-24-12533
201,clueweb12-0800tw-05-18710
201,clueweb12-1007wb-48-27054
201,clueweb12-1205wb-61-24105
201,clueweb12-1200tw-74-09560
201,clueweb12-0900tw-69-06553
201,clueweb12-0906wb-96-33932
201,clueweb12-0401tw-11-13679
201,clueweb12-1310wb-04-16486
201,clueweb12-0400tw-98-19394
201,clueweb12-1712wb-94-32026
201,clueweb12-0810wb-64-06846
201,clueweb12-1103wb-53-15541
201,clueweb12-1103wb-89-23937
201,clueweb12-0800tw-37-07485
201,clueweb12-0904wb-71-24469
201,clueweb12-1700tw-03-09403
201,clueweb12-0400tw-96-22358
201,clueweb12-0401tw-03-21671
201,clueweb12-1200tw-74-13246
201,clueweb12-0500tw-22-06416
201,clueweb12-0604wb-40-13236
201,clueweb12-0700tw-54-14874
201,clueweb12-0816wb-83-13972
201,clueweb12-0700tw-24-01437
201,clueweb12-1806wb-39-29403
201,clueweb12-0916wb-00-04079
201,clueweb12-0600tw-42-14363
201,clueweb12-1211wb-15-11029
201,clueweb12-0717wb-19-00907
201,clueweb12-0908wb-21-22923
201,clueweb12-1103wb-34-18912
201,clueweb12-0713wb-62-15328
201,clueweb12-0807wb-93-08686
201,clueweb12-1500tw-29-15704
201,clueweb12-1712wb-90-15515
201,clueweb12-1700tw-09-00623
201,clueweb12-1305wb-59-01481
201,clueweb12-1410wb-38-06953
201,clueweb12-0006wb-96-02778
201,clueweb12-1600tw-02-18513
201,clueweb12-0301tw-34-08947
201,clueweb12-0207wb-00-11831
201,clueweb12-0209wb-62-29860
201,clueweb12-1110wb-37-14389
201,clueweb12-0300tw-61-16714
201,clueweb12-0700tw-16-15536
201,clueweb12-0500tw-11-08405
201,clueweb12-1812wb-83-07588
201,clueweb12-1200tw-71-00213
201,clueweb12-1100tw-71-09590
201,clueweb12-1608wb-61-17370
201,clueweb12-1500tw-89-03150
201,clueweb12-1203wb-45-10051
201,clueweb12-0611wb-37-01840
201,clueweb12-1604wb-20-11054
201,clueweb12-0902wb-72-11855
201,clueweb12-1203wb-51-26700
201,clueweb12-0910wb-29-12247
201,clueweb12-1200tw-27-17833
201,clueweb12-1910wb-84-16059
201,clueweb12-0108wb-37-07006
201,clueweb12-0500tw-11-00340
201,clueweb12-0600tw-27-03059
201,clueweb12-0906wb-09-33744
201,clueweb12-0606wb-18-17991
201,clueweb12-1811wb-98-08858
201,clueweb12-1811wb-56-16219
201,clueweb12-0401tw-01-03242
201,clueweb12-0906wb-67-25261
201,clueweb12-0908wb-88-00684
201,clueweb12-0713wb-63-21836
201,clueweb12-1600tw-40-06466
201,clueweb12-0906wb-86-33232
201,clueweb12-0714wb-00-13547
201,clueweb12-0800tw-43-07338
201,clueweb12-0301tw-21-03835
201,clueweb12-0200tw-44-09077
201,clueweb12-0800tw-24-10527
201,clueweb12-0400tw-96-01734
201,clueweb12-0307wb-47-02869
202,clueweb12-1900tw-53-20555
202,clueweb12-0601wb-18-11856
202,clueweb12-1116wb-12-30914
202,clueweb12-1811wb-97-04637
202,clueweb12-1217wb-38-28443
202,clueweb12-1118wb-60-01284
202,clueweb12-0510wb-95-32597
202,clueweb12-1707wb-98-07904
202,clueweb12-0818wb-09-01540
202,clueweb12-1215wb-33-08369
202,clueweb12-0814wb-20-13703
202,clueweb12-1216wb-41-05666
202,clueweb12-0500tw-06-07919
202,clueweb12-1809wb-61-03622
202,clueweb12-1806wb-88-04355
202,clueweb12-1212wb-02-13082
202,clueweb12-0905wb-62-10264
202,clueweb12-0303wb-04-08428
202,clueweb12-1300wb-41-17656
202,clueweb12-1200wb-30-18551
202,clueweb12-1909wb-65-23698
202,clueweb12-0307wb-14-10525
202,clueweb12-1715wb-42-07042
202,clueweb12-0206wb-61-12908
202,clueweb12-0100tw-12-07624
202,clueweb12-1100tw-35-08357
202,clueweb12-0302wb-25-22790
202,clueweb12-1200wb-95-00626
202,clueweb12-0800tw-32-12258
202,clueweb12-1117wb-31-15779
202,clueweb12-0209wb-09-11391
202,clueweb12-0013wb-45-00465
202,clueweb12-0900tw-05-12646
202,clueweb12-1116wb-59-18964
202,clueweb12-0100wb-98-08558
202,clueweb12-1013wb-15-21838
202,clueweb12-0511wb-25-03910
202,clueweb12-0211wb-82-32886
202,clueweb12-1600wb-83-17270
202,clueweb12-0405wb-59-02836
202,clueweb12-1512wb-89-10326
202,clueweb12-0209wb-80-33566
202,clueweb12-1100wb-60-04970
202,clueweb12-0815wb-27-27558
202,clueweb12-1013wb-51-06456
202,clueweb12-0305wb-95-20076
202,clueweb12-1115wb-60-25601
202,clueweb12-0809wb-10-15178
202,clueweb12-0900tw-27-15704
202,clueweb12-0104wb-57-26599
202,clueweb12-0111wb-82-16175
202,clueweb12-1304wb-62-13501
202,clueweb12-0400tw-11-19082
202,clueweb12-1305wb-00-27580
202,clueweb12-0815wb-64-21898
202,clueweb12-1011wb-89-16132
202,clueweb12-1400tw-68-02181
202,clueweb12-0809wb-89-07523
202,clueweb12-1900tw-33-12824
202,clueweb12-0502wb-65-22527
202,clueweb12-0503wb-06-01803
202,clueweb12-0502wb-85-19374
202,clueweb12-1314wb-40-05225
202,clueweb12-1118wb-62-01765
202,clueweb12-1706wb-21-14905
202,clueweb12-0000wb-30-27936
202,clueweb12-1009wb-18-00169
202,clueweb12-0206wb-16-22957
202,clueweb12-0404wb-43-03460
202,clueweb12-0007wb-37-05166
202,clueweb12-0607wb-52-08854
202,clueweb12-0612wb-66-29076
202,clueweb12-0300wb-04-21283
202,clueweb12-0900tw-38-06478
202,clueweb12-1908wb-87-05618
202,clueweb12-0702wb-44-04201
202,clueweb12-1004wb-52-14370
202,clueweb12-1105wb-65-18392
202,clueweb12-0400tw-26-03936
202,clueweb12-0212wb-15-25356
202,clueweb12-0204wb-66-13464
202,clueweb12-0012wb-31-00097
202,clueweb12-1315wb-60-25009
202,clueweb12-0703wb-64-12446
202,clueweb12-0906wb-90-22458
202,clueweb12-0305wb-73-09000
202,clueweb12-1800tw-16-11800
202,clueweb12-0009wb-61-08932
202,clueweb12-1415wb-40-03869
202,clueweb12-0716wb-07-24100
202,clueweb12-0510wb-96-30728
202,clueweb12-1117wb-75-07056
202,clueweb12-1102wb-75-16220
202,clueweb12-1500wb-66-14018
202,clueweb12-0105wb-91-03965
202,clueweb12-0815wb-98-10077
202,clueweb12-1807wb-86-09003
202,clueweb12-0912wb-48-24011
202,clueweb12-0006wb-02-16302
202,clueweb12-1007wb-91-07147
203,clueweb12-1400tw-55-13237
203,clueweb12-1007wb-38-22258
203,clueweb12-0103wb-33-26806
203,clueweb12-1700tw-41-12266
203,clueweb12-0002wb-56-15117
203,clueweb12-0712wb-43-02163
203,clueweb12-1210wb-83-28574
203,clueweb12-1800tw-54-04940
203,clueweb12-1405wb-01-18878
203,clueweb12-1200tw-36-07532
203,clueweb12-0103wb-27-32640
203,clueweb12-1503wb-16-12246
203,clueweb12-1616wb-24-00943
203,clueweb12-1100tw-30-02547
203,clueweb12-0311wb-87-16614
203,clueweb12-1800tw-36-13939
203,clueweb12-1200tw-35-00658
203,clueweb12-0001wb-17-00643
203,clueweb12-0807wb-08-29218
203,clueweb12-1514wb-35-27255
203,clueweb12-1800tw-44-09949
203,clueweb12-1003wb-95-22119
203,clueweb12-1511wb-62-11831
203,clueweb12-0800tw-51-23885
